Earning_ID,Driver_ID,Year,Month,Month_Name,Total_Trips,Trip_Earnings_SAR,Incentives_SAR,Surge_Earnings_SAR,Tips_SAR,Uber_Commission_SAR,VAT_SAR,Net_Earnings_SAR,Hours_Online,Average_Rating,Cancellation_Rate,Active_Days
ERN00003670,DRV00088,2023,3,March,100,3439.82,632.81,264.5,60.91,926.08,555.65,2916.31,132.3,4.51,0.04,29
ERN00003671,DRV00088,2023,4,April,181,3459.25,250.61,268.54,89.59,931.95,559.17,2576.87,258.6,4.93,0.06,24
ERN00003672,DRV00088,2023,5,May,284,8059.11,817.3,879.03,478.14,2234.53,1340.72,6658.33,368.4,4.89,0.06,14
ERN00003673,DRV00088,2023,6,June,150,5109.44,335.92,747.45,672.96,1464.22,878.53,4523.02,155.2,4.92,0.13,20
ERN00003674,DRV00088,2023,7,July,25,695.31,115.51,117.94,34.7,203.31,121.99,638.16,25.3,4.23,0.04,13
ERN00003675,DRV00088,2023,8,August,130,3472.21,619.05,479.61,473.59,987.96,592.77,3463.73,139.4,4.92,0.14,27
ERN00003676,DRV00088,2023,9,September,94,4087.27,807.78,246.29,387.94,1083.39,650.03,3795.86,98,4.73,0.08,19
ERN00003677,DRV00088,2023,10,October,215,5264.74,742.5,891.72,464.13,1539.12,923.47,4900.5,306.6,4.29,0.1,13
ERN00003678,DRV00088,2023,11,November,165,3689.82,477.43,615.4,272.21,1076.31,645.78,3332.77,150.5,3.94,0.11,17
ERN00003679,DRV00088,2023,12,December,283,8653.38,555.58,1975.05,204.06,2657.11,1594.26,7136.7,295.1,3.91,0.09,22
ERN00003680,DRV00088,2024,1,January,255,5724.97,955.59,885.04,933.44,1652.5,991.5,5855.04,211.8,3.82,0.12,29
ERN00003681,DRV00088,2024,2,February,164,3860.49,349.03,340.4,766.52,1050.22,630.13,3636.09,148.9,4.87,0.04,29
ERN00003682,DRV00088,2024,3,March,65,2859.58,195.01,301.92,204.56,790.38,474.22,2296.47,97.5,3.81,0.03,12
ERN00003683,DRV00088,2024,4,April,100,3560.36,417.8,284.85,344.99,961.3,576.78,3069.92,123.8,4.78,0.13,13
ERN00003684,DRV00088,2024,5,May,137,5496.42,649.25,353.39,137.46,1462.45,877.47,4296.6,162.7,4.54,0.05,11
ERN00003685,DRV00088,2024,6,June,222,8592.71,1345.5,1576.53,983.16,2542.31,1525.39,8430.2,224.2,4.3,0.02,21
ERN00003686,DRV00088,2024,7,July,46,1610.71,107.6,164.39,185.63,443.77,266.26,1358.3,41.3,4.25,0.15,25
ERN00003687,DRV00088,2024,8,August,56,2339.95,133.18,551.42,40.16,722.84,433.71,1908.16,54.4,4.36,0.08,17
ERN00003688,DRV00088,2024,9,September,230,10158.94,609.72,1808.79,566.18,2991.93,1795.16,8356.54,257.2,4.61,0.06,20
ERN00003689,DRV00088,2024,10,October,90,3649.64,599.5,346.86,182.28,999.12,599.48,3179.68,75.3,4.34,0.15,13
ERN00003690,DRV00088,2024,11,November,291,5901.99,968.22,302.02,1321.79,1551,930.6,6012.42,314.4,3.87,0.05,23
ERN00003691,DRV00088,2024,12,December,146,2867.7,350.85,460.69,275.76,832.1,499.26,2623.64,202.6,4.24,0.13,22
ERN00003692,DRV00088,2025,1,January,129,3597.31,442.58,410.01,566.81,1001.83,601.1,3413.78,173.3,3.95,0.09,25
ERN00003693,DRV00088,2025,2,February,246,7507.58,1207.16,957.99,1149.63,2116.39,1269.84,7436.13,310,4.28,0.15,27
ERN00003694,DRV00088,2025,3,March,104,3965.93,762.88,332.56,240.07,1074.62,644.77,3582.05,138.4,4.69,0.09,19
ERN00003695,DRV00088,2025,4,April,94,3797.64,754.7,648.74,285.5,1111.6,666.96,3708.02,91.1,5,0.08,11
ERN00003696,DRV00088,2025,5,May,284,5746.62,507.15,980.64,1284.12,1681.82,1009.09,5827.62,416.3,4.45,0.1,15
ERN00003697,DRV00088,2025,6,June,96,2017.94,335.12,377.18,182.97,598.78,359.27,1955.16,85.2,4.79,0.09,18
ERN00003698,DRV00088,2025,7,July,256,10409.5,865.05,2479.92,815.89,3222.36,1933.41,9414.59,255.6,3.85,0.1,21
ERN00003699,DRV00088,2025,8,August,139,4801.3,456.33,791.11,380.46,1398.1,838.86,4192.24,166.7,4.23,0.1,13
ERN00003700,DRV00088,2025,9,September,284,9223.31,1773.35,1530.25,591.88,2688.39,1613.03,8817.37,403.2,4.24,0.13,11
ERN00003701,DRV00088,2025,10,October,74,3086.61,223.97,711.73,134.34,949.59,569.75,2637.31,102.8,4.05,0.1,17
ERN00003702,DRV00088,2025,11,November,123,2618.49,189.44,157.9,16.74,694.1,416.46,1872.01,120.7,4.86,0.1,13
ERN00003703,DRV00088,2025,12,December,116,3442.8,641.11,312.02,4.19,938.71,563.22,2898.19,120.1,3.95,0.08,20
ERN00003704,DRV00089,2023,7,July,57,1966,0,0,13.94,491.5,294.9,1193.54,61.6,4.06,0.03,15
ERN00003705,DRV00089,2023,8,August,47,1102.96,0,0,94.23,275.74,165.44,756.01,70.3,4.55,0.11,23
ERN00003706,DRV00089,2023,9,September,6,211.29,0,0,6.79,52.82,31.69,133.57,8.8,4.85,0.09,13
ERN00003707,DRV00089,2023,10,October,26,1154.42,0,0,101.99,288.61,173.16,794.64,28.2,4.96,0.07,30
ERN00003708,DRV00089,2023,11,November,20,603.1,0,0,6.41,150.78,90.47,368.26,25.8,4.67,0.08,12
ERN00003709,DRV00089,2023,12,December,62,2428.18,0,0,134.13,607.04,364.23,1591.04,89.2,4.59,0.1,21
ERN00003710,DRV00089,2024,1,January,66,1934.45,0,0,149.13,483.61,290.17,1309.8,71.2,4.69,0.11,18
ERN00003711,DRV00089,2024,2,February,67,1705.14,0,0,162.35,426.29,255.77,1185.43,80.4,4.07,0.13,19
ERN00003712,DRV00089,2024,3,March,78,2535.39,0,0,287.81,633.85,380.31,1809.04,63.7,4.82,0.13,27
ERN00003713,DRV00089,2024,4,April,46,1289.61,0,0,37.85,322.4,193.44,811.62,61.8,4.31,0.12,14
ERN00003714,DRV00089,2024,5,May,13,526.26,0,0,10.97,131.56,78.94,326.73,14.8,4.81,0.13,18
ERN00003715,DRV00089,2024,6,June,72,1380.39,0,0,129.59,345.1,207.06,957.82,62,4.57,0.13,19
ERN00003716,DRV00089,2024,7,July,76,2025.83,0,0,30.55,506.46,303.87,1246.05,107.2,4.72,0.11,27
ERN00003717,DRV00089,2024,8,August,37,1104.56,0,0,71.51,276.14,165.68,734.25,42.9,4.2,0.12,18
ERN00003718,DRV00089,2024,9,September,55,2382.28,0,0,57.21,595.57,357.34,1486.58,78.8,4.16,0.04,24
ERN00003719,DRV00089,2024,10,October,75,1640.86,0,0,310.84,410.21,246.13,1295.36,89.5,4,0.05,22
ERN00003720,DRV00089,2024,11,November,18,798.87,0,0,15.4,199.72,119.83,494.72,25.3,3.81,0.03,28
ERN00003721,DRV00089,2024,12,December,5,200.62,0,0,22.07,50.16,30.09,142.44,4.6,4.87,0.14,19
ERN00003722,DRV00089,2025,1,January,35,973.73,0,0,154.43,243.43,146.06,738.67,29.5,4.67,0.12,26
ERN00003723,DRV00089,2025,2,February,78,3101.28,0,0,215.37,775.32,465.19,2076.14,92.9,4,0.12,13
ERN00003724,DRV00089,2025,3,March,72,2602.33,0,0,270.31,650.58,390.35,1831.71,104.3,4.02,0.14,21
ERN00003725,DRV00089,2025,4,April,16,495.28,0,0,8.69,123.82,74.29,305.86,20.5,3.83,0.07,26
ERN00003726,DRV00089,2025,5,May,11,201.91,0,0,9.09,50.48,30.29,130.23,11.8,4.91,0.14,30
ERN00003727,DRV00089,2025,6,June,34,1182.96,0,0,56.73,295.74,177.44,766.51,50.7,4.93,0.03,23
ERN00003728,DRV00089,2025,7,July,10,194.88,0,0,31.99,48.72,29.23,148.92,12.5,4.52,0.03,15
ERN00003729,DRV00089,2025,8,August,52,1782.97,0,0,256.04,445.74,267.45,1325.82,71.8,3.89,0.14,12
ERN00003730,DRV00089,2025,9,September,37,897.38,0,0,145.63,224.34,134.61,684.06,46.4,3.84,0.06,19
ERN00003731,DRV00090,2025,8,August,283,6894.3,1110.19,857.37,350.13,1937.92,1162.75,6111.32,305.1,3.86,0.1,11
ERN00003732,DRV00090,2025,9,September,166,6321.42,644.36,1492.9,774.52,1953.58,1172.15,6107.47,186.5,4.77,0.05,21
ERN00003733,DRV00090,2025,10,October,116,4235.44,804.33,722.75,509.3,1239.55,743.73,4288.54,135.2,4.53,0.05,17
ERN00003734,DRV00090,2025,11,November,67,1857.97,134.14,274.9,129.58,533.22,319.93,1543.44,77.1,3.83,0.03,14
ERN00003735,DRV00090,2025,12,December,63,2356.31,304.47,456.64,193.36,703.24,421.94,2185.6,84.3,4.68,0.1,11
ERN00003736,DRV00091,2020,1,January,147,4960.16,648.48,417.01,6.61,1344.29,806.58,3881.39,149,4.21,0.14,20
ERN00003737,DRV00091,2020,2,February,106,2409.53,232.12,449.67,333.95,714.8,428.88,2281.59,97.7,4.24,0.12,29
ERN00003738,DRV00091,2020,3,March,253,7394.66,1258.55,1147.91,786.31,2135.64,1281.39,7170.4,311.6,4.45,0.02,22
ERN00003739,DRV00091,2020,4,April,107,3678.17,189.62,378.6,69.79,1014.19,608.52,2693.47,113.7,4.83,0.15,25
ERN00003740,DRV00091,2020,5,May,173,7650.38,471.55,753.91,846.66,2101.07,1260.64,6360.79,167.8,4.12,0.1,13
ERN00003741,DRV00091,2020,6,June,159,3381.07,584.06,271.82,428.44,913.22,547.93,3204.24,216.3,4.36,0.11,11
ERN00003742,DRV00091,2020,7,July,240,9408.25,1633.92,1993.94,575.75,2850.55,1710.33,9050.98,344.8,4.65,0.1,30
ERN00003743,DRV00091,2020,8,August,281,10047.48,1340.96,1161.98,1074.39,2802.36,1681.42,9141.03,379.7,3.93,0.06,22
ERN00003744,DRV00091,2020,9,September,52,1963.69,386.83,486.69,106.63,612.6,367.56,1963.68,48.8,4.46,0.07,20
ERN00003745,DRV00091,2020,10,October,229,6703.55,431.6,835.99,447.59,1884.88,1130.93,5402.92,236.3,4.85,0.14,22
ERN00003746,DRV00091,2020,11,November,176,6676.64,965.03,797.25,30.2,1868.47,1121.08,5479.57,225.7,4.94,0.09,20
ERN00003747,DRV00091,2020,12,December,33,1403.03,136.77,94.51,61.77,374.38,224.63,1097.07,44,4.56,0.03,21
ERN00003748,DRV00091,2021,1,January,227,9276.77,1400.43,1807.05,316.96,2770.95,1662.57,8367.69,212.7,4.73,0.04,23
ERN00003749,DRV00091,2021,2,February,214,7110.75,1392.97,1669.75,439.67,2195.12,1317.08,7100.94,210.1,4.05,0.1,19
ERN00003750,DRV00091,2021,3,March,265,10502.66,635.54,1445.23,526.52,2986.97,1792.18,8330.8,302.2,4.87,0.05,15
ERN00003751,DRV00091,2021,4,April,199,6426.39,1133.63,1059.26,423.25,1871.41,1122.85,6048.27,273.2,4.98,0.02,27
ERN00003752,DRV00091,2021,5,May,138,3129.78,578.41,394.43,27.69,881.05,528.63,2720.63,169.5,4.05,0.09,11
ERN00003753,DRV00091,2021,6,June,254,4693.06,558.04,846.61,135.61,1384.92,830.95,4017.45,222.6,4.25,0.05,24
ERN00003754,DRV00091,2021,7,July,254,10365.02,1842.11,2246.46,364.65,3152.87,1891.72,9773.65,208.6,3.85,0.06,16
ERN00003755,DRV00091,2021,8,August,252,5558.81,580.32,778.54,204.92,1584.34,950.6,4587.65,252.1,4.06,0.06,20
ERN00003756,DRV00091,2021,9,September,201,4870.07,723.62,1203.31,785.84,1518.34,911.01,5153.49,224.4,4.95,0.09,18
ERN00003757,DRV00091,2021,10,October,128,2497.75,201.88,190.41,83.63,672.04,403.22,1898.41,179,4.42,0.14,12
ERN00003758,DRV00091,2021,11,November,202,8718.95,1251.54,853.65,960.97,2393.15,1435.89,7956.07,163.3,4.43,0.1,23
ERN00003759,DRV00091,2021,12,December,23,591.52,83.35,90.46,32.74,170.5,102.3,525.27,29.1,4.66,0.13,18
ERN00003760,DRV00091,2022,1,January,51,1002.88,152.17,228.57,171.23,307.86,184.72,1062.27,58.9,4.07,0.07,17
ERN00003761,DRV00091,2022,2,February,139,2859.82,198.36,257.51,362.65,779.33,467.6,2431.41,147.8,4.07,0.02,29
ERN00003762,DRV00091,2022,3,March,276,12104.65,1455.76,2860.55,589.31,3741.3,2244.78,11024.19,401.5,4.95,0.13,29
ERN00003763,DRV00091,2022,4,April,252,5439.32,892.27,1100.01,101,1634.83,980.9,4916.87,331.1,4.33,0.09,25
ERN00003764,DRV00091,2022,5,May,36,981.12,96.54,147.25,10.38,282.09,169.26,783.94,41.1,4.88,0.02,15
ERN00003765,DRV00091,2022,6,June,198,5539.91,922.43,1309.68,172.29,1712.4,1027.44,5204.47,212,4.26,0.03,29
ERN00003766,DRV00091,2022,7,July,286,7821.85,597.18,1658.97,1237.45,2370.2,1422.12,7523.13,404,3.99,0.06,27
ERN00003767,DRV00091,2022,8,August,201,3965.25,657.17,368.79,90.4,1083.51,650.11,3347.99,283.1,3.92,0.04,17
ERN00003768,DRV00091,2022,9,September,158,4808.11,518.42,673.57,338.33,1370.42,822.25,4145.76,153.5,4.41,0.14,23
ERN00003769,DRV00091,2022,10,October,231,7970.87,693.79,1438.59,1055.92,2352.36,1411.42,7395.39,295.6,4.15,0.06,14
ERN00003770,DRV00091,2022,11,November,298,8885.91,1266.45,1867.81,982.39,2688.43,1613.06,8701.07,311.7,4.95,0.04,21
ERN00003771,DRV00091,2022,12,December,112,2582.45,140.56,532.26,176.91,778.68,467.21,2186.29,91,4.5,0.05,27
ERN00003772,DRV00091,2023,1,January,271,5295.71,644.27,361.61,1065.22,1414.33,848.6,5103.88,279.8,4.47,0.07,15
ERN00003773,DRV00091,2023,2,February,44,901.94,127.97,111.61,146.39,253.39,152.03,882.49,56.5,4.29,0.03,23
ERN00003774,DRV00091,2023,3,March,298,9855.71,1607.98,939.18,403.72,2698.72,1619.23,8488.64,404.5,4.96,0.14,28
ERN00003775,DRV00091,2023,4,April,243,7382.77,939.23,1647.09,240.29,2257.47,1354.48,6597.43,210.5,4.9,0.06,14
ERN00003776,DRV00091,2023,5,May,44,1831.4,176.25,448.95,205.87,570.09,342.05,1750.33,47,4.28,0.03,17
ERN00003777,DRV00091,2023,6,June,57,1431.81,112.08,300.5,127.65,433.08,259.85,1279.11,71,4.31,0.12,29
ERN00003778,DRV00091,2023,7,July,94,2177.83,142.39,265.26,425.76,610.77,366.46,2034.01,118,4.35,0.11,18
ERN00003779,DRV00091,2023,8,August,256,10427.3,2062.5,830.02,1132.77,2814.33,1688.6,9949.66,292,4.18,0.04,21
ERN00003780,DRV00091,2023,9,September,224,6389.35,1075.79,950.92,59.29,1835.07,1101.04,5539.24,243.2,4.59,0.15,10
ERN00003781,DRV00091,2023,10,October,100,3506.04,418.05,525.21,300.07,1007.81,604.69,3136.87,142.7,4.73,0.04,16
ERN00003782,DRV00091,2023,11,November,71,1887.93,268.74,317.43,272.15,551.34,330.8,1864.11,61.5,3.89,0.09,13
ERN00003783,DRV00091,2023,12,December,144,3826.12,580.62,771.74,116.08,1149.46,689.68,3455.42,188.4,4.43,0.07,27
ERN00003784,DRV00091,2024,1,January,69,3017.08,558.4,488.46,339.78,876.38,525.83,3001.51,69.2,4.09,0.04,24
ERN00003785,DRV00091,2024,2,February,218,4343.4,354.85,806.67,398.1,1287.52,772.51,3842.99,215.9,4.87,0.13,26
ERN00003786,DRV00091,2024,3,March,85,2536.97,494.88,301.02,169.6,709.5,425.7,2367.27,98.5,4.63,0.04,15
ERN00003787,DRV00091,2024,4,April,58,1882.2,279.56,434.84,226.17,579.26,347.56,1895.95,73.7,4.32,0.07,20
ERN00003788,DRV00091,2024,5,May,87,3378.01,195.96,693.2,147.62,1017.8,610.68,2786.31,81.7,4.2,0.12,28
ERN00003789,DRV00091,2024,6,June,111,3429.43,239.79,586.14,100.02,1003.89,602.34,2749.15,120.9,4.76,0.04,15
ERN00003790,DRV00091,2024,7,July,204,5609.42,512.55,628.82,845.12,1559.56,935.74,5100.61,305.6,4.66,0.13,30
ERN00003791,DRV00091,2024,8,August,173,5782.22,671.99,981.75,449.28,1690.99,1014.6,5179.65,140.3,4.29,0.14,27
ERN00003792,DRV00091,2024,9,September,128,4389.49,442.8,478.98,530,1217.12,730.27,3893.88,158.9,4.63,0.15,10
ERN00003793,DRV00091,2024,10,October,280,9293.26,1539.54,804.2,991.86,2524.37,1514.62,8589.87,305.8,4.31,0.07,23
ERN00003794,DRV00091,2024,11,November,41,1230.93,191.51,243.27,36.14,368.55,221.13,1112.17,60.3,4.6,0.05,27
ERN00003795,DRV00091,2024,12,December,88,1793.5,317.89,172.06,317.48,491.39,294.83,1814.71,74.3,4.04,0.06,23
ERN00003796,DRV00091,2025,1,January,233,7189.69,1310.09,1315.05,1050.55,2126.18,1275.71,7463.49,211.7,4.39,0.04,14
ERN00003797,DRV00091,2025,2,February,50,2164.85,191.91,440.81,64.62,651.41,390.85,1819.93,69.6,4.94,0.08,18
ERN00003798,DRV00091,2025,3,March,195,7159.92,717.47,1564.37,76.14,2181.07,1308.64,6028.19,243.2,4.67,0.13,18
ERN00003799,DRV00091,2025,4,April,201,4033.75,525.14,697.88,440.43,1182.91,709.74,3804.55,223.7,4.58,0.02,26
ERN00003800,DRV00091,2025,5,May,272,7651.56,878.25,878.95,26.71,2132.63,1279.58,6023.26,291.4,4.97,0.03,14
ERN00003801,DRV00091,2025,6,June,86,2794.75,211.45,274.95,157.89,767.42,460.45,2211.17,116.1,3.96,0.1,27
ERN00003802,DRV00091,2025,7,July,127,3029.93,247.73,529.7,105.86,889.91,533.94,2489.37,121.6,4.58,0.09,10
ERN00003803,DRV00091,2025,8,August,222,6042.33,1177.45,1158.41,119.82,1800.18,1080.11,5617.72,320.7,4.38,0.12,10
ERN00003804,DRV00091,2025,9,September,129,4823.99,425.52,617.21,15.43,1360.3,816.18,3705.67,116.9,4.05,0.05,14
ERN00003805,DRV00091,2025,10,October,22,829.14,81.04,122.07,106.38,237.8,142.68,758.15,32.9,4.1,0.1,19
ERN00003806,DRV00091,2025,11,November,239,8591.55,1317.51,1701.42,355.7,2573.24,1543.95,7848.99,311.1,4.6,0.14,26
ERN00003807,DRV00091,2025,12,December,79,3546.36,411.11,184.24,156.33,932.65,559.59,2805.8,112.5,4.78,0.11,12
ERN00003808,DRV00092,2025,3,March,122,5098.64,359.15,1046.22,75.65,1536.22,921.73,4121.71,123.8,3.81,0.09,21
ERN00003809,DRV00092,2025,4,April,189,5215.26,458.37,728.97,388.62,1486.06,891.63,4413.53,198,3.92,0.07,12
ERN00003810,DRV00092,2025,5,May,66,1387.78,81.68,231.46,295.86,404.81,242.89,1349.08,96.3,4.77,0.1,20
ERN00003811,DRV00092,2025,6,June,211,4513.63,866.79,488.17,248.21,1250.45,750.27,4116.08,197.9,4.29,0.14,17
ERN00003812,DRV00092,2025,7,July,142,2892.4,209.17,688.27,612.42,895.17,537.1,2969.99,208.3,3.99,0.13,12
ERN00003813,DRV00092,2025,8,August,36,722.56,46.22,156.84,51.54,219.85,131.91,625.4,44.3,4.78,0.13,14
ERN00003814,DRV00092,2025,9,September,223,6421.88,1171.53,1182.55,461.96,1901.11,1140.66,6196.15,320.9,4.6,0.08,14
ERN00003815,DRV00092,2025,10,October,54,1785,348.64,254.54,259.18,509.88,305.93,1831.55,66.2,4.54,0.15,17
ERN00003816,DRV00092,2025,11,November,119,2321.81,199.94,468.53,207.66,697.59,418.55,2081.8,168.2,4.32,0.12,23
ERN00003817,DRV00092,2025,12,December,254,5026.22,586.19,729.69,1219.11,1438.98,863.39,5258.84,320.4,4.46,0.07,12
ERN00003818,DRV00094,2020,1,January,49,1978.16,0,0,55.35,494.54,296.72,1242.25,59.4,4.25,0.13,25
ERN00003819,DRV00094,2020,2,February,33,1143.5,0,0,61.55,285.88,171.53,747.64,36.4,3.98,0.07,12
ERN00003820,DRV00094,2020,3,March,41,1417.8,0,0,181.8,354.45,212.67,1032.48,42.8,3.87,0.04,20
ERN00003821,DRV00094,2020,4,April,52,1973.9,0,0,182.38,493.48,296.08,1366.72,70,4.98,0.12,11
ERN00003822,DRV00094,2020,5,May,8,337.2,0,0,38.78,84.3,50.58,241.1,10.9,4.46,0.07,11
ERN00003823,DRV00094,2020,6,June,29,1144.35,0,0,40.48,286.09,171.65,727.09,35.4,4.92,0.11,12
ERN00003824,DRV00094,2020,7,July,43,1317.7,0,0,35.91,329.43,197.66,826.52,43.5,4.66,0.13,28
ERN00003825,DRV00094,2020,8,August,62,2217.9,0,0,182.04,554.48,332.69,1512.77,88.7,3.89,0.05,15
ERN00003826,DRV00094,2020,9,September,16,679.27,0,0,66.05,169.82,101.89,473.61,23.5,4.1,0.06,11
ERN00003827,DRV00094,2020,10,October,67,2225.06,0,0,75.59,556.26,333.76,1410.63,92.3,4.89,0.15,30
ERN00003828,DRV00094,2020,11,November,76,1813.35,0,0,243.61,453.34,272,1331.62,105,4.21,0.06,14
ERN00003829,DRV00094,2020,12,December,64,2281.82,0,0,144.65,570.46,342.27,1513.74,71.8,4.17,0.11,12
ERN00003830,DRV00094,2021,1,January,50,1178.44,0,0,91.58,294.61,176.77,798.64,63.6,4.3,0.13,22
ERN00003831,DRV00094,2021,2,February,44,1617.8,0,0,62.94,404.45,242.67,1033.62,35.8,4.53,0.03,19
ERN00003832,DRV00094,2021,3,March,42,1000.03,0,0,13.31,250.01,150,613.33,52.2,4.58,0.14,25
ERN00003833,DRV00094,2021,4,April,36,1175,0,0,37.76,293.75,176.25,742.76,43.9,4.02,0.03,26
ERN00003834,DRV00094,2021,5,May,65,1407.93,0,0,182.28,351.98,211.19,1027.04,80.3,4.95,0.08,22
ERN00003835,DRV00094,2021,6,June,74,3314.28,0,0,357.91,828.57,497.14,2346.48,96.3,4,0.07,10
ERN00003836,DRV00094,2021,7,July,71,2556.54,0,0,24.09,639.13,383.48,1558.02,57.4,4.8,0.1,12
ERN00003837,DRV00094,2021,8,August,56,1404.28,0,0,86.76,351.07,210.64,929.33,60,3.92,0.11,20
ERN00003838,DRV00094,2021,9,September,72,1879.26,0,0,60.26,469.81,281.89,1187.82,91.8,4.23,0.05,25
ERN00003839,DRV00094,2021,10,October,14,486.08,0,0,62.28,121.52,72.91,353.93,14.7,3.9,0.03,23
ERN00003840,DRV00094,2021,11,November,62,1553.67,0,0,32.04,388.42,233.05,964.24,78.6,4.26,0.08,29
ERN00003841,DRV00094,2021,12,December,21,861.29,0,0,34.06,215.32,129.19,550.84,24.6,4.44,0.08,19
ERN00003842,DRV00094,2022,1,January,57,2225.66,0,0,196.62,556.41,333.85,1532.02,57.5,4.22,0.14,16
ERN00003843,DRV00094,2022,2,February,16,437.09,0,0,2.5,109.27,65.56,264.76,22.7,4.51,0.11,20
ERN00003844,DRV00094,2022,3,March,69,1787.79,0,0,286.82,446.95,268.17,1359.49,57.3,3.87,0.1,14
ERN00003845,DRV00094,2022,4,April,17,309.42,0,0,10.7,77.36,46.41,196.35,13.6,4.68,0.09,11
ERN00003846,DRV00094,2022,5,May,7,303.77,0,0,21.98,75.94,45.57,204.24,9.3,4.3,0.14,12
ERN00003847,DRV00094,2022,6,June,9,212.31,0,0,31.55,53.08,31.85,158.93,12.6,4.11,0.11,21
ERN00003848,DRV00094,2022,7,July,7,179.78,0,0,3.05,44.95,26.97,110.91,9.2,4.37,0.07,15
ERN00003849,DRV00094,2022,8,August,69,1708.63,0,0,237.1,427.16,256.29,1262.28,98.4,4.09,0.06,10
ERN00003850,DRV00094,2022,9,September,80,1934.38,0,0,172.65,483.6,290.16,1333.27,79.8,4.46,0.09,16
ERN00003851,DRV00094,2022,10,October,44,1971.66,0,0,26.37,492.92,295.75,1209.36,44.6,4.43,0.06,29
ERN00003852,DRV00094,2022,11,November,35,1264.83,0,0,63.06,316.21,189.72,821.96,30.8,4.12,0.12,16
ERN00003853,DRV00094,2022,12,December,75,1641.68,0,0,160.22,410.42,246.25,1145.23,96.2,4.69,0.11,28
ERN00003854,DRV00094,2023,1,January,17,502.55,0,0,4.84,125.64,75.38,306.37,21,3.86,0.13,25
ERN00003855,DRV00094,2023,2,February,48,1769.49,0,0,39.08,442.37,265.42,1100.78,62.7,4.34,0.11,26
ERN00003856,DRV00094,2023,3,March,77,2109.96,0,0,92.92,527.49,316.49,1358.9,107.8,4.36,0.06,27
ERN00003857,DRV00094,2023,4,April,44,1200.53,0,0,157.01,300.13,180.08,877.33,56.6,4.76,0.15,16
ERN00003858,DRV00094,2023,5,May,50,2167.32,0,0,54.64,541.83,325.1,1355.03,65.1,4.52,0.08,30
ERN00003859,DRV00094,2023,6,June,50,2227.06,0,0,190.66,556.76,334.06,1526.9,41.2,4.86,0.1,14
ERN00003860,DRV00094,2023,7,July,15,545.08,0,0,34.68,136.27,81.76,361.73,15.3,4.53,0.11,14
ERN00003861,DRV00094,2023,8,August,18,449.32,0,0,38.17,112.33,67.4,307.76,19.9,3.89,0.11,13
ERN00003862,DRV00094,2023,9,September,44,807.69,0,0,170.95,201.92,121.15,655.57,49.3,3.92,0.08,23
ERN00003863,DRV00094,2023,10,October,52,1705.14,0,0,158.45,426.29,255.77,1181.53,66.5,4.76,0.02,18
ERN00003864,DRV00094,2023,11,November,36,707.93,0,0,33.65,176.98,106.19,458.41,39.7,4.88,0.04,17
ERN00003865,DRV00094,2023,12,December,13,518.33,0,0,14.55,129.58,77.75,325.55,15.5,4.48,0.14,18
ERN00003866,DRV00094,2024,1,January,53,1460.79,0,0,240.08,365.2,219.12,1116.55,47.3,4.38,0.07,15
ERN00003867,DRV00094,2024,2,February,51,1507.49,0,0,53.08,376.87,226.12,957.58,41.4,4.15,0.03,28
ERN00003868,DRV00094,2024,3,March,73,1617.86,0,0,267.06,404.46,242.68,1237.78,68,4.35,0.11,19
ERN00003869,DRV00094,2024,4,April,54,1303.46,0,0,205.56,325.87,195.52,987.63,45.9,4.42,0.11,19
ERN00003870,DRV00094,2024,5,May,63,1670.98,0,0,130.62,417.75,250.65,1133.2,88.5,4.03,0.08,30
ERN00003871,DRV00094,2024,6,June,39,1434.39,0,0,3.57,358.6,215.16,864.2,48.1,4.88,0.1,14
ERN00003872,DRV00095,2024,7,July,123,3735.1,555.76,482.96,239.38,1054.51,632.71,3325.98,110,4.62,0.1,11
ERN00003873,DRV00095,2024,8,August,214,7127.76,1077.58,1555.08,373.23,2170.71,1302.43,6660.51,209.5,4.14,0.08,14
ERN00003874,DRV00095,2024,9,September,81,3485.16,328.49,770.99,315.75,1064.04,638.42,3197.93,84.9,4.8,0.12,23
ERN00003875,DRV00095,2024,10,October,24,825.89,50.35,166.65,72.36,248.13,148.88,718.24,32.4,4.76,0.1,14
ERN00003876,DRV00095,2024,11,November,256,9554.4,1368.74,2205.83,836.82,2940.06,1764.03,9261.7,302.5,4.82,0.15,19
ERN00003877,DRV00095,2024,12,December,185,6381.7,1091.93,934.63,66.15,1829.08,1097.45,5547.88,264.3,4.75,0.09,18
ERN00003878,DRV00095,2025,1,January,75,3300.77,244.23,227.66,134.19,882.11,529.26,2495.48,83.7,4,0.08,26
ERN00003879,DRV00095,2025,2,February,209,6529.6,1062.47,577.21,829.38,1776.7,1066.02,6155.94,181.1,4.53,0.1,18
ERN00003880,DRV00095,2025,3,March,175,3252.69,328.15,800.73,705.55,1013.36,608.01,3465.75,242.1,4.28,0.06,17
ERN00003881,DRV00095,2025,4,April,228,7937.37,618.31,1887.35,373.04,2456.18,1473.71,6886.18,200.4,3.91,0.03,19
ERN00003882,DRV00095,2025,5,May,296,10005.77,1079.5,2409.61,189.71,3103.85,1862.31,8718.43,323.2,4.97,0.05,11
ERN00003883,DRV00095,2025,6,June,107,2444.51,428.18,353.63,145.05,699.54,419.72,2252.11,109.3,4.78,0.06,19
