Trip_ID,Rider_ID,Driver_ID,Trip_Date,Trip_Time,Day_of_Week,Pickup_Location,Dropoff_Location,City,Service_Type,Distance_KM,Duration_Minutes,Base_Fare_SAR,Surge_Multiplier,Final_Fare_SAR,Payment_Method,Status,Cancellation_Reason,Driver_Rating,Rider_Rating,Is_Peak_Hour
TRP00000262,RDR000361,DRV00240,1/19/2025 0:00,0.088888889,Sunday,Okaz Souk,Al Shafa,Taif,UberXL,19.3,94,71.96,1,71.96,Mada,Completed,Rider Cancelled,4.9,4.8,0
TRP00000263,RDR000361,DRV00175,5/18/2023 0:00,0.029861111,Thursday,Al Hada,Saiysad National Park,Taif,UberComfort,31.8,96,89.55,1,89.55,Cash,Completed,Rider Cancelled,3.8,4.7,0
TRP00000264,RDR000361,DRV00219,12/9/2023 0:00,0.615277778,Saturday,Taif University,Okaz Souk,Taif,UberSELECT,20.6,83,76.65,1,76.65,Cash,Completed,Rider Cancelled,4.6,3.7,0
TRP00000265,RDR000361,DRV00242,6/1/2022 0:00,0.301388889,Wednesday,Taif Rose Festival,Saiysad National Park,Taif,UberX,27.4,68,92.65,1.8,166.77,Cash,Completed,Rider Cancelled,4.8,3.9,1
TRP00000266,RDR000361,DRV00090,7/30/2022 0:00,0.879166667,Saturday,Al Hada,Shafa Mountains,Taif,UberX,19.9,62,76.7,1,76.7,Cash,Completed,Rider Cancelled,4.5,4.4,0
TRP00000267,RDR000361,DRV00052,11/15/2022 0:00,0.897916667,Tuesday,Saiysad National Park,Taif Rose Festival,Taif,UberXL,37.7,87,149.36,1,149.36,Mada,Completed,Rider Cancelled,4.2,4.4,0
TRP00000268,RDR000361,DRV00143,6/10/2023 0:00,0.489583333,Saturday,Al Shafa,Saiysad National Park,Taif,UberComfort,3.7,12,34.93,1,34.93,Mada,Completed,Rider Cancelled,3.5,4.5,0
TRP00000269,RDR000361,DRV00294,1/28/2025 0:00,0.170138889,Tuesday,Taif University,Shafa Mountains,Taif,UberX,40.9,160,141.82,1,141.82,Apple Pay,Completed,Rider Cancelled,3.6,4.7,0
TRP00000270,RDR000031,DRV00382,12/24/2022 0:00,0.574305556,Saturday,Shafa Mountains,Taif Rose Festival,Taif,UberX,2.4,5,20.84,1,20.84,Mada,Completed,Rider Cancelled,3.9,4.6,0
TRP00000271,RDR000031,DRV00311,4/26/2023 0:00,0.213194444,Wednesday,Al Shafa,Al Kar Tourist Village,Taif,UberXL,13.7,43,80.71,1,80.71,Mada,Cancelled,Driver Cancelled,3.9,4,0
TRP00000272,RDR000031,DRV00388,2/18/2020 0:00,0.2125,Tuesday,Al Shafa,Taif University,Taif,UberBLACK,31.2,79,116.48,1,116.48,Cash,Completed,Rider Cancelled,4.8,4.6,0
TRP00000273,RDR000031,DRV00358,12/12/2024 0:00,0.163888889,Thursday,Al Shafa,Taif University,Taif,UberX,4.7,18,30.54,1,30.54,Apple Pay,Completed,Rider Cancelled,4.6,3.8,0
TRP00000274,RDR000031,DRV00058,4/18/2025 0:00,0.697222222,Friday,Okaz Souk,Shafa Mountains,Taif,UberXL,30.5,83,110.24,1,110.24,Credit Card,Completed,Rider Cancelled,4.8,4.3,0
TRP00000275,RDR000031,DRV00339,3/26/2021 0:00,0.704166667,Friday,Al Kar Tourist Village,Taif University,Taif,UberComfort,5.2,18,39.46,1,39.46,Mada,Completed,Rider Cancelled,3.8,4.5,0
TRP00000276,RDR000031,DRV00311,2/9/2022 0:00,0.103472222,Wednesday,Al Kar Tourist Village,Taif University,Taif,UberX,38.8,129,102.27,1,102.27,Mada,Cancelled,Rider Cancelled,3.9,4,0
TRP00000277,RDR000031,DRV00090,2/5/2024 0:00,0.065972222,Monday,Taif University,Al Hada,Taif,UberX,36,176,139.25,1,139.25,Mada,Completed,Rider Cancelled,4.5,4.2,0
TRP00000278,RDR000031,DRV00056,1/31/2020 0:00,0.329166667,Friday,Al Kar Tourist Village,Taif Regional Airport,Taif,UberBLACK,35,132,150.62,1,150.62,Mada,Completed,Rider Cancelled,3.6,4.5,1
TRP00000279,RDR000031,DRV00052,9/30/2022 0:00,0.73125,Friday,Taif Regional Airport,Shafa Mountains,Taif,UberX,40.6,141,167.07,1.18,197.14,Debit Card,Completed,Rider Cancelled,3.9,3.8,1
TRP00000280,RDR000031,DRV00294,8/7/2024 0:00,0.28125,Wednesday,Taif Regional Airport,Shafa Mountains,Taif,UberXL,4,15,33.23,1,33.23,Mada,Completed,Rider Cancelled,4.5,4.9,0
TRP00000281,RDR000031,DRV00365,1/25/2025 0:00,0.022916667,Saturday,Al Hada,Okaz Souk,Taif,UberXL,38.1,131,146.75,1,146.75,Mada,Completed,Rider Cancelled,3.8,4.7,0
TRP00000282,RDR000031,DRV00286,1/31/2023 0:00,0.705555556,Tuesday,Al Shafa,Al Kar Tourist Village,Taif,UberBLACK,41.4,177,144.91,1,144.91,Mada,Completed,Rider Cancelled,4.7,3.7,0
TRP00000283,RDR000261,DRV00311,12/30/2023 0:00,0.940972222,Saturday,Abha Regional Airport,Saudi German Hospital,Abha,UberComfort,10.6,41,44.54,1,44.54,Debit Card,Cancelled,Driver Cancelled,3.9,4,1
TRP00000284,RDR000261,DRV00311,2/21/2025 0:00,0.738888889,Friday,Abha Regional Airport,Al Soudah,Abha,UberSELECT,26.2,98,127.45,1,127.45,Apple Pay,Cancelled,Other,3.9,4,1
TRP00000285,RDR000261,DRV00181,9/8/2024 0:00,0.022916667,Sunday,Al Soudah,Asir National Park,Abha,UberXL,8.2,32,48.93,1,48.93,Apple Pay,Completed,Rider Cancelled,4.5,3.7,0
TRP00000286,RDR000261,DRV00311,12/22/2023 0:00,0.283333333,Friday,Khamis Mushait,Asir National Park,Abha,UberSELECT,37,85,164.33,1,164.33,Mada,No-Show,Driver Cancelled,3.9,4,0
TRP00000287,RDR000261,DRV00014,7/1/2024 0:00,0.313888889,Monday,Art Street,Asir National Park,Abha,UberXL,18.7,91,96.59,1.93,186.42,Cash,Completed,Rider Cancelled,3.5,3.9,1
TRP00000288,RDR000261,DRV00311,8/1/2023 0:00,0.864583333,Tuesday,Abha Regional Airport,Saudi German Hospital,Abha,UberBLACK,10.4,43,56.56,1,56.56,Apple Pay,Cancelled,Rider Cancelled,3.9,4,1
TRP00000289,RDR000261,DRV00008,4/17/2023 0:00,0.980555556,Monday,Al Soudah,Rijal Almaa,Abha,UberX,20.4,74,62.87,1.23,77.33,Apple Pay,Completed,Rider Cancelled,4,4.6,1
TRP00000290,RDR000261,DRV00115,2/16/2024 0:00,0.79375,Friday,Saudi German Hospital,Art Street,Abha,UberXL,36,131,105.86,2.18,230.77,Apple Pay,Completed,Rider Cancelled,4.9,4.3,1
TRP00000291,RDR000261,DRV00311,5/13/2025 0:00,0.725694444,Tuesday,Al Soudah,Al Muftaha Village,Abha,UberComfort,40,159,122.89,1,122.89,Apple Pay,No-Show,Other,3.9,4,1
TRP00000292,RDR000261,DRV00184,6/19/2025 0:00,0.833333333,Thursday,Al Soudah,Al Muftaha Village,Abha,UberXL,12.3,48,68.86,1.17,80.57,Apple Pay,Completed,Rider Cancelled,4.1,4.7,1
TRP00000293,RDR000261,DRV00184,11/27/2023 0:00,0.040277778,Monday,Khamis Mushait,Abha Regional Airport,Abha,UberBLACK,36.5,121,114.68,1,114.68,Apple Pay,Completed,Rider Cancelled,4.3,4.9,0
TRP00000294,RDR000261,DRV00311,5/2/2025 0:00,0.708333333,Friday,Al Soudah,Art Street,Abha,UberComfort,39.2,128,106.61,1,106.61,Apple Pay,Cancelled,Payment Issue,3.9,4,1
TRP00000295,RDR000261,DRV00334,9/21/2022 0:00,0.988194444,Wednesday,Abha Palace Hotel,Asir National Park,Abha,UberXL,32.8,69,91.07,2.37,215.84,Apple Pay,Completed,Rider Cancelled,3.6,4.7,1
TRP00000296,RDR000261,DRV00363,11/5/2024 0:00,0.850694444,Tuesday,Al Muftaha Village,Abha Regional Airport,Abha,UberX,18.7,44,56.42,1.54,86.89,Apple Pay,Completed,Rider Cancelled,3.6,4.8,1
TRP00000297,RDR000261,DRV00078,12/11/2023 0:00,0.888194444,Monday,Saudi German Hospital,Al Soudah,Abha,UberSELECT,34.9,115,122.29,1,122.29,Apple Pay,Completed,Rider Cancelled,4.3,3.7,0
TRP00000298,RDR000261,DRV00008,5/18/2025 0:00,0.402777778,Sunday,Abha Palace Hotel,Abha Regional Airport,Abha,UberSELECT,43.2,87,179.1,1.82,325.96,Apple Pay,Completed,Rider Cancelled,4.4,4.1,1
TRP00000299,RDR000261,DRV00127,7/1/2023 0:00,0.990972222,Saturday,Abha Regional Airport,Green Mountain,Abha,UberXL,40.9,186,114.21,2.2,251.26,Mada,Completed,Rider Cancelled,3.8,3.8,1
TRP00000300,RDR000261,DRV00041,11/26/2024 0:00,0.857638889,Tuesday,Al Soudah,Abha Regional Airport,Abha,UberX,12.8,33,62.74,1.43,89.72,Apple Pay,Completed,Rider Cancelled,4.5,3.9,1
TRP00000301,RDR000261,DRV00311,5/28/2023 0:00,0.438194444,Sunday,Rijal Almaa,Abha Regional Airport,Abha,UberBLACK,30.4,124,103.57,1,103.57,Debit Card,No-Show,No Driver Available,3.9,4,0
TRP00000302,RDR000638,DRV00373,7/31/2025 0:00,0.326388889,Thursday,Arafat,Hira Cave,Mecca,UberSELECT,38.1,91,160.22,1.83,293.2,Debit Card,Completed,Rider Cancelled,4,4,1
TRP00000303,RDR000638,DRV00393,12/28/2025 0:00,0.120138889,Sunday,Muzdalifah,Mina,Mecca,UberBLACK,10.4,43,69.75,1,69.75,Debit Card,Completed,Rider Cancelled,4.4,4.7,0
TRP00000304,RDR000638,DRV00329,12/20/2025 0:00,0.290277778,Saturday,Masjid al-Haram,Zamzam Well,Mecca,UberSELECT,25.4,126,101.41,1,101.41,Apple Pay,Completed,Rider Cancelled,3.8,4.7,0
TRP00000305,RDR000747,DRV00078,10/30/2025 0:00,0.688888889,Thursday,Al Soudah,Rijal Almaa,Abha,UberSELECT,23.6,94,114.32,1,114.32,Cash,Completed,Rider Cancelled,4.6,3.7,0
TRP00000306,RDR000747,DRV00111,12/8/2024 0:00,0.990277778,Sunday,Rijal Almaa,Abha Regional Airport,Abha,UberX,11.4,39,37.77,1.58,59.68,Credit Card,Completed,Rider Cancelled,4.3,4.7,1
TRP00000307,RDR000747,DRV00311,8/21/2024 0:00,0.847222222,Wednesday,Al Soudah,Saudi German Hospital,Abha,UberSELECT,37.9,105,134.67,1,134.67,Cash,Cancelled,Payment Issue,3.9,4,1
TRP00000308,RDR000747,DRV00008,9/29/2024 0:00,0.677777778,Sunday,Al Muftaha Village,Green Mountain,Abha,UberBLACK,19.5,86,89.35,1,89.35,Cash,Completed,Rider Cancelled,4.3,3.7,0
TRP00000309,RDR000747,DRV00226,9/28/2024 0:00,0.695138889,Saturday,Art Street,Green Mountain,Abha,UberComfort,10,30,48.12,1,48.12,Cash,Completed,Rider Cancelled,4.7,4.6,0
TRP00000310,RDR000747,DRV00311,11/14/2025 0:00,0.634027778,Friday,Saudi German Hospital,Abha Palace Hotel,Abha,UberXL,3,6,29.86,1,29.86,Cash,Cancelled,Other,3.9,4,0
TRP00000311,RDR000747,DRV00311,12/9/2024 0:00,0.048611111,Monday,Art Street,Abha Palace Hotel,Abha,UberBLACK,43.2,164,160.37,1,160.37,Debit Card,Cancelled,No Driver Available,3.9,4,0
TRP00000312,RDR000571,DRV00379,2/17/2024 0:00,0.663194444,Saturday,Al Danah,Dhahran Mall,Dhahran,UberComfort,37.7,143,159.62,1,159.62,Apple Pay,Completed,Rider Cancelled,3.9,4.6,0
TRP00000313,RDR000571,DRV00310,4/9/2023 0:00,0.817361111,Sunday,King Fahd University,Scitech,Dhahran,UberXL,18.6,43,75.62,1.27,96.04,Mada,Completed,Rider Cancelled,4.7,4.4,1
TRP00000314,RDR000571,DRV00311,12/11/2020 0:00,0.730555556,Friday,King Fahd University,Dhahran Mall,Dhahran,UberXL,30.4,143,111.61,1,111.61,Apple Pay,No-Show,Payment Issue,3.9,4,1
TRP00000315,RDR000571,DRV00311,10/21/2022 0:00,0.072222222,Friday,Al Khobar,Dhahran Hills,Dhahran,UberComfort,42.4,146,167.24,1,167.24,Apple Pay,No-Show,Other,3.9,4,0
TRP00000316,RDR000571,DRV00311,6/24/2021 0:00,0.354166667,Thursday,Al Khobar Corniche,King Fahd University,Dhahran,UberSELECT,27.7,100,84.76,1,84.76,Apple Pay,Cancelled,Rider Cancelled,3.9,4,1
TRP00000317,RDR000571,DRV00387,5/22/2021 0:00,0.666666667,Saturday,Dhahran Hills,Al Khobar Corniche,Dhahran,UberSELECT,19.6,45,79.68,1,79.68,Apple Pay,Completed,Rider Cancelled,4.1,4,0
TRP00000318,RDR000571,DRV00210,7/17/2024 0:00,0.533333333,Wednesday,Al Khobar Corniche,Al Danah,Dhahran,UberBLACK,35.7,123,131.16,1,131.16,Apple Pay,Completed,Rider Cancelled,4.4,4.7,0
TRP00000319,RDR000571,DRV00044,7/2/2021 0:00,0.879861111,Friday,Al Khobar Corniche,Al Khobar,Dhahran,UberComfort,6.3,22,46.52,1,46.52,Apple Pay,Completed,Rider Cancelled,3.7,4.9,0
TRP00000320,RDR000571,DRV00299,3/28/2021 0:00,0.1875,Sunday,Dammam,Dhahran Hills,Dhahran,UberX,4.8,12,18.93,1,18.93,Mada,Completed,Rider Cancelled,4.4,4.3,0
TRP00000321,RDR000571,DRV00379,1/18/2021 0:00,0.236111111,Monday,Al Danah,Al Khobar,Dhahran,UberX,10.7,42,50.89,1,50.89,Apple Pay,Completed,Rider Cancelled,4.3,3.8,0
TRP00000322,RDR000571,DRV00161,12/5/2020 0:00,0.46875,Saturday,Saudi Aramco,Al Khobar Corniche,Dhahran,UberX,44.9,194,135.44,1,135.44,Apple Pay,Completed,Rider Cancelled,4.3,4.6,0
TRP00000323,RDR000571,DRV00021,3/26/2021 0:00,0.720833333,Friday,Al Khobar,Aramco Residential Camp,Dhahran,UberSELECT,43.4,122,157.35,1.16,182.53,Apple Pay,Completed,Rider Cancelled,3.9,4.1,1
TRP00000324,RDR000571,DRV00353,5/18/2022 0:00,0.421527778,Wednesday,Al Khobar,Scitech,Dhahran,UberBLACK,37,137,164.86,1,164.86,Cash,Completed,Rider Cancelled,4.7,4.6,0
TRP00000325,RDR000571,DRV00311,7/19/2024 0:00,0.622916667,Friday,Dammam,Saudi Aramco,Dhahran,UberXL,7,15,55.78,1,55.78,Cash,Cancelled,Driver Cancelled,3.9,4,0
TRP00000326,RDR000571,DRV00156,9/16/2022 0:00,0.690277778,Friday,Saudi Aramco,Aramco Residential Camp,Dhahran,UberComfort,14.4,46,67.49,1,67.49,Apple Pay,Completed,Rider Cancelled,4.2,4,0
TRP00000327,RDR000571,DRV00311,10/2/2021 0:00,0.988194444,Saturday,Al Khobar Corniche,Al Khobar,Dhahran,UberComfort,12.1,32,46.06,1,46.06,Apple Pay,No-Show,Driver Cancelled,3.9,4,1
TRP00000328,RDR000571,DRV00254,8/8/2021 0:00,0.129861111,Sunday,King Fahd University,Al Khobar,Dhahran,UberBLACK,2.3,10,46.73,1,46.73,Apple Pay,Completed,Rider Cancelled,4.2,5,0
TRP00000329,RDR000216,DRV00271,1/24/2021 0:00,0.678472222,Sunday,Prince Sultan Park,Tayma,Tabuk,UberBLACK,7.5,26,60.44,1,60.44,Cash,Completed,Rider Cancelled,4,4.8,0
TRP00000330,RDR000216,DRV00144,5/13/2020 0:00,0.939583333,Wednesday,Tabuk University,Tabuk Regional Airport,Tabuk,UberX,2.5,6,20.79,1.4,29.11,Apple Pay,Completed,Rider Cancelled,3.8,3.9,1
TRP00000331,RDR000216,DRV00301,2/12/2023 0:00,0.229861111,Sunday,Prince Sultan Park,Tayma,Tabuk,UberXL,32.1,100,141.24,1,141.24,Credit Card,Completed,Rider Cancelled,3.7,4.4,0
TRP00000332,RDR000216,DRV00399,2/19/2020 0:00,0.970138889,Wednesday,Tayma,Haql,Tabuk,UberXL,38.8,100,168.76,1.2,202.51,Mada,Completed,Rider Cancelled,3.5,4.1,1
TRP00000333,RDR000216,DRV00124,1/1/2025 0:00,0.972222222,Wednesday,Tabuk University,Al Ula,Tabuk,UberSELECT,26.2,97,98.63,1.94,191.34,Credit Card,Completed,Rider Cancelled,4.7,4.2,1
TRP00000334,RDR000216,DRV00311,10/7/2022 0:00,0.349305556,Friday,Tabuk Regional Airport,Haql,Tabuk,UberBLACK,42.1,116,112.69,1,112.69,Credit Card,No-Show,Other,3.9,4,1
TRP00000335,RDR000216,DRV00213,6/21/2025 0:00,0.861805556,Saturday,Al Bad,Maqna,Tabuk,UberSELECT,17.3,69,77.52,2.43,188.37,Apple Pay,Completed,Rider Cancelled,4.4,4.2,1
TRP00000336,RDR000216,DRV00311,9/29/2023 0:00,0.860416667,Friday,Haql,Prince Sultan Park,Tabuk,UberX,5.4,16,31.98,1,31.98,Credit Card,Cancelled,No Driver Available,3.9,4,1
TRP00000337,RDR000216,DRV00371,6/13/2023 0:00,0.372222222,Tuesday,Tabuk University,Tabuk Regional Airport,Tabuk,UberBLACK,24.4,81,94.78,2.12,200.93,Debit Card,Completed,Rider Cancelled,3.9,3.9,1
TRP00000338,RDR000216,DRV00081,11/19/2020 0:00,0.504166667,Thursday,Al Disah Valley,Maqna,Tabuk,UberXL,25.6,53,101,1,101,Credit Card,Completed,Rider Cancelled,3.9,3.7,0
TRP00000339,RDR000216,DRV00311,5/21/2023 0:00,0.384722222,Sunday,Tayma,Tabuk Regional Airport,Tabuk,UberXL,28.9,69,124.69,1,124.69,Apple Pay,Cancelled,No Driver Available,3.9,4,1
TRP00000340,RDR000216,DRV00231,5/9/2024 0:00,0.621527778,Thursday,Al Bad,Al Ula,Tabuk,UberBLACK,21.1,103,99.3,1,99.3,Credit Card,Completed,Rider Cancelled,4.4,4.5,0
TRP00000341,RDR000216,DRV00144,11/19/2024 0:00,0.861111111,Tuesday,Al Bad,Al Ula,Tabuk,UberSELECT,22.7,60,69.08,1.78,122.96,Debit Card,Completed,Rider Cancelled,3.7,3.5,1
TRP00000342,RDR000216,DRV00316,11/14/2022 0:00,0.395833333,Monday,Al Bad,Tabuk Castle,Tabuk,UberXL,42.7,146,110.64,1.56,172.6,Credit Card,Completed,Rider Cancelled,3.8,3.5,1
TRP00000343,RDR000216,DRV00395,4/20/2025 0:00,0.559027778,Sunday,Tayma,Maqna,Tabuk,UberXL,37.6,100,108.54,1,108.54,Credit Card,Completed,Rider Cancelled,4.7,4.4,0
TRP00000344,RDR000216,DRV00316,1/23/2022 0:00,0.403472222,Sunday,Al Bad,Al Ula,Tabuk,UberXL,10.1,22,42.62,1.74,74.16,Credit Card,Completed,Rider Cancelled,4.2,4.6,1
TRP00000345,RDR000216,DRV00086,9/20/2020 0:00,0.065277778,Sunday,Tabuk Castle,Tayma,Tabuk,UberX,14.1,33,48.69,1,48.69,Credit Card,Completed,Rider Cancelled,3.5,3.8,0
TRP00000346,RDR000216,DRV00284,8/8/2024 0:00,0.478472222,Thursday,Tabuk Castle,Prince Sultan Park,Tabuk,UberX,38.3,185,100.53,1,100.53,Cash,Completed,Rider Cancelled,4.2,3.8,0
TRP00000347,RDR000079,DRV00157,8/5/2021 0:00,0.927083333,Thursday,Fakieh Aquarium,Tahlia Street,Jeddah,UberComfort,33.7,70,122.03,1.47,179.38,Debit Card,Completed,Rider Cancelled,4.2,4.5,1
TRP00000348,RDR000079,DRV00311,9/12/2020 0:00,0.999305556,Saturday,Tahlia Street,Jeddah Islamic Port,Jeddah,UberX,12.9,50,52.24,1,52.24,Debit Card,No-Show,Driver Cancelled,3.9,4,1
TRP00000349,RDR000079,DRV00311,2/4/2025 0:00,0.416666667,Tuesday,Jeddah Corniche,Jeddah Waterfront,Jeddah,UberBLACK,7.1,31,39.96,1,39.96,Debit Card,No-Show,Payment Issue,3.9,4,0
TRP00000350,RDR000579,DRV00061,4/2/2024 0:00,0.09375,Tuesday,Jeddah Corniche,Tahlia Street,Jeddah,UberX,31.5,94,143.48,1,143.48,Debit Card,Completed,Rider Cancelled,4,3.7,0
TRP00000351,RDR000579,DRV00007,10/9/2022 0:00,0.188194444,Sunday,Al Balad,Fakieh Aquarium,Jeddah,UberBLACK,35.9,153,161.22,1,161.22,Debit Card,Completed,Rider Cancelled,4.5,4,0
TRP00000352,RDR000579,DRV00342,5/23/2022 0:00,0.65625,Monday,Al Andalus Mall,Jeddah Islamic Port,Jeddah,UberSELECT,25.3,87,102.43,1,102.43,Mada,Completed,Rider Cancelled,3.9,4.7,0
TRP00000353,RDR000579,DRV00273,1/26/2023 0:00,0.10625,Thursday,Jeddah Corniche,Tahlia Street,Jeddah,UberSELECT,37.2,134,134.82,1,134.82,Debit Card,Completed,Rider Cancelled,4.6,4.8,0
TRP00000354,RDR000579,DRV00222,3/18/2024 0:00,0.802083333,Monday,Jeddah Waterfront,Red Sea Mall,Jeddah,UberBLACK,37.2,95,161.72,1.17,189.21,Debit Card,Completed,Rider Cancelled,4,4.5,1
TRP00000355,RDR000579,DRV00311,7/18/2022 0:00,0.078472222,Monday,Jeddah Corniche,Al Balad,Jeddah,UberX,10.7,36,40.08,1,40.08,Debit Card,No-Show,Payment Issue,3.9,4,0
TRP00000356,RDR000579,DRV00377,2/12/2025 0:00,0.822222222,Wednesday,Jeddah Islamic Port,Mall of Arabia,Jeddah,UberX,17.8,67,60.08,1.7,102.14,Debit Card,Completed,Rider Cancelled,4.9,4.7,1
TRP00000357,RDR000384,DRV00059,7/17/2025 0:00,0.997222222,Thursday,Jabal Thawr,Jabal al-Nour,Mecca,UberX,37.4,104,86.9,1.15,99.94,Mada,Completed,Rider Cancelled,4.9,4.9,1
TRP00000358,RDR000384,DRV00287,4/20/2025 0:00,0.258333333,Sunday,Kaaba,Arafat,Mecca,UberBLACK,28.9,73,132.33,1,132.33,Cash,Completed,Rider Cancelled,4.5,4.6,0
TRP00000359,RDR000384,DRV00272,11/27/2024 0:00,0.243055556,Wednesday,Mina,Zamzam Well,Mecca,UberXL,23.7,94,99.71,1,99.71,Cash,Completed,Rider Cancelled,4.3,5,0
TRP00000360,RDR000384,DRV00373,10/31/2025 0:00,0.852083333,Friday,Jabal al-Nour,Arafat,Mecca,UberBLACK,25.5,79,115.23,2.09,240.83,Mada,Completed,Rider Cancelled,4.2,4.1,1
TRP00000361,RDR000384,DRV00311,10/13/2024 0:00,0.672222222,Sunday,Muzdalifah,Masjid al-Haram,Mecca,UberSELECT,44.3,117,143.07,1,143.07,Mada,Cancelled,No Driver Available,3.9,4,0
TRP00000362,RDR000384,DRV00215,7/16/2025 0:00,0.790972222,Wednesday,Zamzam Well,Mina,Mecca,UberX,3.6,11,21.7,1.14,24.74,Cash,Completed,Rider Cancelled,3.8,4.7,1
TRP00000363,RDR000384,DRV00268,1/24/2025 0:00,0.961111111,Friday,Jabal al-Nour,Kaaba,Mecca,UberComfort,23,108,102.62,1.57,161.11,Apple Pay,Completed,Rider Cancelled,3.6,4.7,1
TRP00000364,RDR000384,DRV00017,4/1/2025 0:00,0.559722222,Tuesday,Abraj Al Bait,Muzdalifah,Mecca,UberBLACK,41.9,163,162.59,1,162.59,Cash,Completed,Rider Cancelled,4,4.3,0
TRP00000365,RDR000384,DRV00311,9/27/2025 0:00,0.297916667,Saturday,Masjid al-Haram,Hira Cave,Mecca,UberXL,34.4,128,99.48,1,99.48,Cash,No-Show,Payment Issue,3.9,4,1
TRP00000366,RDR000384,DRV00106,3/26/2025 0:00,0.104166667,Wednesday,Zamzam Well,Masjid al-Haram,Mecca,UberBLACK,19.2,43,94.28,1,94.28,Cash,Completed,Rider Cancelled,4.2,3.8,0
TRP00000367,RDR000384,DRV00065,7/24/2025 0:00,0.274305556,Thursday,Zamzam Well,Kaaba,Mecca,UberComfort,12.4,34,57.74,1,57.74,Cash,Completed,Rider Cancelled,3.7,4.1,0
TRP00000368,RDR000384,DRV00107,1/10/2025 0:00,0.431944444,Friday,Zamzam Well,Masjid al-Haram,Mecca,UberSELECT,9.3,28,60.92,1,60.92,Cash,Completed,Rider Cancelled,4.2,4.9,0
TRP00000369,RDR000384,DRV00006,9/20/2025 0:00,0.464583333,Saturday,Abraj Al Bait,Mina,Mecca,UberX,12.5,48,49.18,1,49.18,Cash,Completed,Rider Cancelled,4,4.7,0
TRP00000370,RDR000384,DRV00311,6/3/2025 0:00,0.014583333,Tuesday,Arafat,Zamzam Well,Mecca,UberComfort,10.8,38,46.43,1,46.43,Cash,Cancelled,Driver Cancelled,3.9,4,0
TRP00000371,RDR000040,DRV00260,9/11/2023 0:00,0.789583333,Monday,Fanateer,Corniche Al Khobar,Khobar,UberSELECT,9.3,26,57.55,1.58,90.93,Apple Pay,Completed,Rider Cancelled,4.5,3.5,1
TRP00000372,RDR000040,DRV00311,4/13/2025 0:00,0.496527778,Sunday,Al Rashid Mall,Corniche Al Khobar,Khobar,UberSELECT,39.3,155,117.48,1,117.48,Cash,Cancelled,Rider Cancelled,3.9,4,0
TRP00000373,RDR000040,DRV00186,12/5/2024 0:00,0.711805556,Thursday,Dhahran Mall,Prince Sultan University,Khobar,UberBLACK,43.6,160,174.92,1.24,216.9,Apple Pay,Completed,Rider Cancelled,4,4.1,1
TRP00000374,RDR000024,DRV00311,5/12/2023 0:00,0.846527778,Friday,Diriyah,Diplomatic Quarter,Riyadh,UberSELECT,36.9,143,167,1,167,Apple Pay,No-Show,Rider Cancelled,3.9,4,1
TRP00000375,RDR000024,DRV00311,11/26/2021 0:00,0.18125,Friday,Riyadh Front,Riyadh Park Mall,Riyadh,UberX,33.4,118,133.18,1,133.18,Debit Card,Cancelled,Driver Cancelled,3.9,4,0
TRP00000376,RDR000024,DRV00311,10/19/2025 0:00,0.185416667,Sunday,Boulevard Riyadh City,Riyadh Front,Riyadh,UberXL,25.3,66,83.73,1,83.73,Apple Pay,No-Show,Driver Cancelled,3.9,4,0
TRP00000377,RDR000024,DRV00311,4/1/2025 0:00,0.185416667,Tuesday,Riyadh Park Mall,Diriyah,Riyadh,UberSELECT,4.9,17,34.61,1,34.61,Apple Pay,No-Show,Driver Cancelled,3.9,4,0
TRP00000378,RDR000024,DRV00205,1/7/2024 0:00,0.554861111,Sunday,Panorama Mall,Boulevard Riyadh City,Riyadh,UberComfort,35.5,82,107.55,1,107.55,Debit Card,Completed,Rider Cancelled,4.4,4.4,0
TRP00000379,RDR000024,DRV00267,12/18/2021 0:00,0.875694444,Saturday,Al Faisaliyah Tower,Kingdom Centre,Riyadh,UberXL,7.8,35,50.66,1,50.66,Debit Card,Completed,Rider Cancelled,4.2,3.7,0
TRP00000380,RDR000024,DRV00308,12/16/2023 0:00,0.040972222,Saturday,Boulevard Riyadh City,Panorama Mall,Riyadh,UberComfort,33.9,168,132.17,1,132.17,Cash,Completed,Rider Cancelled,4.5,4.8,0
TRP00000381,RDR000024,DRV00311,12/1/2023 0:00,0.068055556,Friday,Riyadh Front,Al Faisaliyah Tower,Riyadh,UberXL,28.3,119,116.09,1,116.09,Debit Card,Cancelled,Rider Cancelled,3.9,4,0
TRP00000382,RDR000024,DRV00311,6/9/2024 0:00,0.619444444,Sunday,King Khalid International Airport,Boulevard Riyadh City,Riyadh,UberBLACK,25.1,124,82.98,1,82.98,Debit Card,No-Show,Rider Cancelled,3.9,4,0
TRP00000383,RDR000024,DRV00292,4/21/2024 0:00,0.538888889,Sunday,Boulevard Riyadh City,Al Faisaliyah Tower,Riyadh,UberXL,9.2,26,63.66,1,63.66,Credit Card,Completed,Rider Cancelled,4.7,4.2,0
TRP00000384,RDR000024,DRV00311,5/23/2021 0:00,0.789583333,Sunday,Granada Center,Riyadh Park Mall,Riyadh,UberXL,19.8,66,73.54,1,73.54,Credit Card,Cancelled,Driver Cancelled,3.9,4,1
